Name,Address,Club Name,University Name,Car Model,Consistency of Work & Gigs,Freelancing Experience (years),Income Diversification,Financial Risk Events,FICO Score,Credit Score,IScore,Interest Rate (%),Loan Eligibility
2078,2078,2107302,4581,481159,7,1,1,0,822,261000,491.24376688269746,9.103937403404714,0
2079,2079,463204,3260,4928148,6,18,2,0,378,39000,725.7236887248225,0.0,1
2080,2080,468226,1325,2470437,7,1,2,0,313,6500,484.5179295083984,0.0,1
2081,2081,4378163,4975,1065524,10,8,2,0,756,228000,665.3256783983386,14.674232146862924,0
2082,2082,1716944,4023,3954977,1,17,4,3,325,12500,596.8839046120586,0.0,1
2083,2083,3696770,1593,2048888,5,19,3,1,436,68000,745.7267075020737,0.0,1
2084,2084,3955049,2010,3018632,9,12,4,3,546,123000,681.1170362101477,20.433105348888503,0
2085,2085,4741765,176,875131,7,15,3,3,722,211000,690.1438696594103,13.937153010044891,0
2086,2086,3960885,2688,2593062,10,8,4,1,599,149500,670.6918576956896,19.13271095686085,0
2087,2087,3636916,4090,3760197,1,4,3,0,673,186500,436.8519010087437,15.87658985926078,0
2088,2088,168393,2323,1844093,10,18,5,3,776,238000,822.856922719981,13.593430553343882,0
2089,2089,4339542,1078,867711,4,13,3,3,402,51000,588.1378633971374,0.0,1
2090,2090,1226987,1835,3012383,8,6,1,3,527,113500,536.2152712622753,18.760270104516263,0
2091,2091,3346944,3899,2712492,4,14,3,1,846,273000,642.1417217670389,9.73459982997219,0
2092,2092,1981247,1179,3920286,1,13,1,2,675,187500,523.6976244094195,17.146815851667228,0
2093,2093,3557097,2031,2396862,3,15,1,3,607,153500,567.7853814104662,17.451508212953552,0
2094,2094,1855279,2249,3825100,9,18,2,1,533,116500,810.6155084513556,21.133206907669543,0
2095,2095,1495409,639,132076,6,15,2,1,649,174500,668.7926096035495,17.766795177027117,0
2096,2096,3676729,3984,2280428,10,1,3,0,659,179500,560.1804414002695,17.849534307588463,0
2097,2097,4667385,484,164730,8,17,2,1,479,89500,755.9480436051878,0.0,1
2098,2098,3167122,2938,2914186,9,17,3,1,469,84500,786.6164413795941,0.0,1
2099,2099,4861825,3340,313999,9,17,5,0,845,272500,835.9059239409299,9.393167175434915,0
2100,2100,4810728,2639,2079440,1,2,1,0,470,85000,369.5654702972865,0.0,1
2101,2101,1394301,2739,3187333,7,14,4,3,365,32500,656.8373745805216,0.0,1
2102,2102,4490758,2349,4544219,2,13,4,3,605,152500,548.2891030072285,17.017620324990105,0
2103,2103,1497886,704,3996353,9,8,4,1,419,59500,647.7501503132144,0.0,1
2104,2104,4886874,2906,2219444,1,0,3,3,552,126000,313.74093827087074,20.6045042487331,0
2105,2105,556217,4044,3700917,3,2,2,3,459,79500,386.8390639289237,0.0,1
2106,2106,2725720,4283,1151662,10,2,2,2,807,253500,528.8798441452333,7.684558122594705,0
2107,2107,479799,2035,1651860,8,5,4,0,409,54500,586.9096012666706,0.0,1
2108,2108,1102678,2275,2292423,1,15,3,1,474,87000,597.4059315305284,0.0,1
2109,2109,1267009,2178,2891582,1,10,4,0,467,83500,546.8453682812136,0.0,1
2110,2110,469833,1046,475776,10,1,5,2,500,100000,555.0558240659811,0.0,1
2111,2111,3908205,1188,4231406,6,0,1,0,424,62000,456.68639077164516,0.0,1
2112,2112,3912703,3624,4240252,5,12,5,0,711,205500,670.6891648446194,13.97147066456802,0
2113,2113,1384870,4392,640638,6,18,5,2,453,76500,755.5441264175888,0.0,1
2114,2114,2371755,256,408280,4,13,2,1,622,161000,601.2450037570641,16.007095379463536,0
2115,2115,1451918,1931,1305193,8,15,5,1,708,204000,753.3467625625653,11.0493204207105,0
2116,2116,3390881,4768,1373036,9,9,5,2,738,219000,665.9774884327024,13.072021029507725,0
2117,2117,2330013,1212,2172926,7,18,1,0,394,47000,768.8708185776991,0.0,1
2118,2118,3846193,4740,4689507,10,13,2,2,396,48000,709.937342208053,0.0,1
2119,2119,3596536,4038,4848635,7,8,3,3,793,246500,566.888692113763,13.805845242350818,0
2120,2120,4981830,4872,493521,6,10,2,2,614,157000,571.4011158741081,17.16295793445334,0
2121,2121,4680679,3061,4929025,3,5,5,0,766,233000,506.62402700709254,12.301185393764118,0
2122,2122,1398419,982,306114,7,18,1,2,615,157500,735.0720265987184,15.949306145836909,0
2123,2123,4226751,590,2510148,2,0,4,1,761,230500,396.7136061096047,14.921762339254698,0
2124,2124,1893013,4435,4394877,10,0,3,3,573,136500,496.0305289368023,21.19739111476123,0
2125,2125,4707951,547,313765,4,8,5,1,577,138500,586.6292227129023,19.37613782079229,0
2126,2126,2685789,1720,2685259,2,18,3,2,667,183500,650.4566685516697,16.90756802201189,0
2127,2127,1219068,234,3537955,1,10,1,2,441,70500,468.50886444047853,0.0,1
2128,2128,2103392,2742,4691397,1,0,5,1,382,41000,400.26562067388386,0.0,1
2129,2129,2224517,1535,4893702,4,17,4,3,596,148000,663.2173095402043,19.86146556257807,0
2130,2130,4335280,4099,935308,8,2,1,3,765,232500,473.5556312801432,12.879328146833853,0
2131,2131,513117,4358,855997,2,0,4,1,826,263000,378.5668401363565,9.037521843327273,0
2132,2132,3114165,402,2314465,9,17,3,3,462,81000,743.9153455857941,0.0,1
2133,2133,2722201,1188,2086649,7,13,4,3,748,224000,676.1607777051638,10.230280601875197,0
2134,2134,1496688,980,4577049,5,15,2,1,521,110500,655.2991714447228,21.64488056717394,0
2135,2135,1240875,4424,919653,9,19,2,3,335,17500,759.4474722994437,0.0,1
2136,2136,1374892,3632,2866269,1,1,5,0,342,21000,422.4944935919341,0.0,1
2137,2137,4388551,626,4953322,3,5,1,0,493,96500,462.97172640997064,0.0,1
2138,2138,3044933,4585,161168,2,15,3,0,820,260000,625.6627391325442,8.617932446578239,0
2139,2139,2882155,3307,1944646,7,5,5,1,375,37500,572.7042227694669,0.0,1
2140,2140,762118,1472,3841071,6,4,3,1,833,266500,520.2684572658619,8.009759312929589,0
2141,2141,340134,1227,4236616,5,14,2,0,599,149500,662.4394787885734,21.71017424474578,0
2142,2142,4141228,2644,1293272,4,8,1,1,301,500,504.7760923244797,0.0,1
2143,2143,2487090,436,919518,7,11,5,0,733,216500,700.1298398442427,14.127808587215466,0
2144,2144,4476895,3296,1512919,5,9,3,2,514,107000,560.1260293137937,18.45019182940808,0
2145,2145,1652340,2122,921413,8,11,2,3,600,150000,636.2476323850981,20.192143362557786,0
2146,2146,795012,2202,3848595,1,5,2,3,816,258000,390.76721231752407,9.866890056336004,0
2147,2147,1547952,3563,4343072,9,12,5,3,407,53500,698.3344033208984,0.0,1
2148,2148,3451853,2442,1786674,7,3,2,2,310,5000,475.68552723745006,0.0,1
2149,2149,3287382,1850,1619009,9,1,1,2,607,153500,475.19389144080515,16.66539065901417,0
2150,2150,4042768,388,1190240,4,15,3,1,763,231500,648.9116776507769,11.39735278621945,0
2151,2151,815605,984,4949797,2,13,2,0,672,186000,592.2834860192472,17.670583423522533,0
2152,2152,4950823,1544,3641393,4,9,2,2,780,240000,541.6008202360649,12.60763024852001,0
2153,2153,4380461,4420,1877277,10,15,2,3,525,112500,717.2907002833392,21.199031340384025,0
2154,2154,568690,2836,1644461,1,3,2,2,747,223500,379.5956362293862,13.546342423419436,0
2155,2155,1527168,3542,545866,10,11,1,1,638,169000,682.8328811149388,16.267455255845462,0
2156,2156,2145489,129,3884801,10,12,2,2,399,49500,695.6900327338062,0.0,1
2157,2157,3747081,4768,4056963,7,17,2,0,448,74000,734.4575708727823,0.0,1
2158,2158,1302584,4114,1799503,4,19,4,3,682,191000,680.9742182288646,17.670689262593477,0
2159,2159,3956482,4165,112889,8,5,2,0,625,162500,553.0940486789145,15.560527842740193,0
2160,2160,2005003,2430,1687387,2,19,3,2,838,269000,650.5792332033922,8.224452690818923,0
2161,2161,1377216,803,790416,2,14,5,0,694,197000,641.1132542620592,17.204064114176106,0
2162,2162,1843516,3994,2862087,4,1,2,1,635,167500,406.4116231970168,16.962228427511455,0
2163,2163,1189459,4871,4343183,6,1,3,3,338,19000,414.9722425681232,0.0,1
2164,2164,4420927,1011,2150824,3,18,5,2,428,64000,712.9671007586085,0.0,1
2165,2165,4285811,1088,4833779,2,4,5,0,446,73000,469.50983396941126,0.0,1
2166,2166,655101,1158,3093428,5,0,2,1,344,22000,426.993623281974,0.0,1
2167,2167,3125625,1649,832482,9,10,1,2,727,213500,620.6670435159954,12.288775188082937,0
2168,2168,4947921,3244,4908664,7,1,2,1,591,145500,480.81850327571624,20.08260928280262,0
2169,2169,609192,2637,267107,10,17,2,3,366,33000,758.2363988585987,0.0,1
2170,2170,2981776,3008,3314646,2,6,2,2,428,64000,423.20334965363554,0.0,1
2171,2171,837186,2846,2451974,7,19,3,0,368,34000,817.8815053061918,0.0,1
2172,2172,425401,2881,513726,2,9,5,0,781,240500,560.4455190093086,10.082398907810473,0
2173,2173,782994,3793,1158168,9,20,4,2,385,42500,835.4359579370727,0.0,1
2174,2174,2038812,2265,1138429,10,18,1,3,581,140500,769.0701563217938,19.13401431467771,0
2175,2175,4435916,4959,2335621,5,10,3,0,699,199500,597.7343834323758,15.644354590546426,0
2176,2176,3484848,4843,3413784,5,18,3,3,829,264500,694.5547832764244,7.54591231338892,0
2177,2177,3897071,863,3993600,9,17,3,2,783,241500,762.1714423597834,11.094918996393648,0
2178,2178,1078142,1925,258838,10,4,4,1,830,265000,630.5706205745984,8.46000118384696,0
2179,2179,3133967,4454,3298866,10,9,5,0,317,8500,722.9628932388123,0.0,1
2180,2180,1388283,4022,3240313,9,9,5,0,328,14000,701.0211670028887,0.0,1
2181,2181,1757790,790,4623483,6,2,5,3,434,67000,468.7787072307989,0.0,1
2182,2182,2073820,2002,2659667,9,4,1,2,558,129000,547.1174836964526,19.990118760609285,0
2183,2183,4277916,1132,502449,10,7,1,2,446,73000,603.2805163971099,0.0,1
2184,2184,3255075,2467,2532626,4,0,2,3,820,260000,366.5161522485107,7.176022767693476,0
2185,2185,4370071,905,178606,7,15,1,1,407,53500,698.138503314728,0.0,1
2186,2186,103298,2941,3860000,3,16,5,1,619,159500,688.1857545599431,16.873090367999282,0
2187,2187,755798,4342,488162,7,13,3,2,385,42500,646.3747592833438,0.0,1
2188,2188,2277838,2679,1947254,1,5,4,2,516,108000,439.8734239122003,19.064734717431165,0
2189,2189,3588120,2328,534682,5,16,4,1,767,233500,705.272825381431,13.394126833233264,0
2190,2190,3129811,1673,1758681,8,16,4,3,326,13000,728.7245564001871,0.0,1
2191,2191,2257061,3208,899839,7,7,3,0,626,163000,597.5891409687483,17.265431621824327,0
2192,2192,1342381,4859,3185336,4,5,3,1,655,177500,491.9123990542765,16.55526415964286,0
2193,2193,3566338,3249,606735,8,1,4,2,434,67000,484.16936042502675,0.0,1
2194,2194,4901036,2299,3198766,10,14,4,0,488,94000,808.156267775269,0.0,1
2195,2195,1998269,481,2954527,10,3,4,0,470,85000,605.9387557563156,0.0,1
2196,2196,4518203,3467,3987501,3,8,2,2,532,116000,482.5397888655085,19.49529168812458,0
2197,2197,422338,880,4862354,2,20,5,2,484,92000,719.8448191224352,0.0,1
2198,2198,4842091,4521,1835303,2,13,1,2,745,222500,528.7968553713437,11.762728852856965,0
2199,2199,392853,4622,1920476,3,6,3,0,743,221500,510.03027938879677,12.735436036550965,0
2200,2200,868315,3063,3353191,10,17,5,3,508,104000,798.1329485184717,19.4443375567359,0
2201,2201,4927613,1427,4060473,5,5,3,0,760,230000,528.3642829493865,11.373010126039647,0
2202,2202,1175883,925,1638776,9,20,3,1,691,195500,823.2109678344788,17.229976722642345,0
2203,2203,2817798,1592,1791908,7,12,3,3,522,111000,632.684419644808,21.49097747167371,0
2204,2204,1368116,1066,462303,5,8,2,0,542,121000,578.516746386324,18.163998475123268,0
2205,2205,860130,1579,3438464,10,14,5,0,748,224000,798.9572266964367,13.019596851457294,0
2206,2206,4109101,1226,1772960,5,7,4,0,480,90000,565.5405765102645,0.0,1
2207,2207,867786,4113,561165,3,11,5,1,388,44000,595.7009758504344,0.0,1
2208,2208,3087286,775,2028417,1,17,5,3,663,181500,613.5424835253402,15.7292831971816,0
2209,2209,2413817,2177,447111,4,14,2,1,823,261500,600.7804365465046,8.654253131796331,0
2210,2210,862907,3404,1253640,6,13,2,0,661,180500,674.162479298162,17.06700870571461,0
2211,2211,2634170,4064,1221412,7,20,2,1,590,145000,785.6264461678812,19.25480478227118,0
2212,2212,3774364,1743,1183275,10,15,2,2,822,261000,746.869007856813,8.128709031666581,0
2213,2213,4835435,3547,1367690,6,6,4,1,505,102500,554.0255525995165,18.862205373121355,0
2214,2214,4681023,3821,3024611,6,9,5,1,717,208500,620.390363214183,10.440514157260635,0
2215,2215,248565,2111,1398434,10,9,2,3,642,171000,619.7232142707335,17.457563669866737,0
2216,2216,4505195,2588,1628239,9,3,4,3,824,262000,547.1988321483243,9.506029733936014,0
2217,2217,4570512,712,4774672,5,7,5,3,402,51000,537.6775011754169,0.0,1
2218,2218,1510018,2636,2634421,2,13,2,2,573,136500,555.2702493689402,21.332959256084376,0
2219,2219,1349481,1560,432214,9,20,5,2,345,22500,843.3633554081594,0.0,1
2220,2220,1051595,3607,4346152,8,1,5,3,631,165500,498.206331655644,16.008220085030004,0
2221,2221,1161668,4839,743425,10,1,2,3,583,141500,507.32823570792914,21.15521527769461,0
2222,2222,2482416,1821,4510139,4,16,2,2,807,253500,646.0941568707847,7.28251540312972,0
2223,2223,2252799,541,4006680,4,2,3,0,827,263500,454.2921568556904,8.411054162662957,0
2224,2224,3483621,3382,2778370,9,4,4,1,628,164000,587.4908146167074,16.389871360188597,0
2225,2225,1023660,2528,3766366,4,19,2,0,479,89500,735.9110153102156,0.0,1
2226,2226,1563962,4178,1367966,8,2,1,3,792,246000,462.6404284905118,12.463368879912405,0
2227,2227,278575,552,903466,7,15,2,0,593,146500,720.3582739510618,21.34509291605248,0
2228,2228,2300090,1608,1680851,5,16,5,2,500,100000,711.587728707783,0.0,1
2229,2229,1264563,4903,1642329,1,12,3,0,760,230000,575.4000913514053,10.937507611522099,0
2230,2230,3964216,1238,2421795,10,5,5,3,729,214500,616.6351280685343,13.25598152925103,0
2231,2231,3791555,4641,125854,10,3,5,0,534,117000,640.8357649267215,20.717116898409653,0
2232,2232,2637527,963,1871764,3,0,2,2,306,3000,348.98411167904015,0.0,1
2233,2233,1907055,1078,4579408,7,1,1,2,353,26500,456.89242202450123,0.0,1
2234,2234,1681157,2110,1119291,1,16,5,1,827,263500,654.6518621502612,7.581072925153685,0
2235,2235,1857891,201,872057,2,18,3,2,505,102500,648.6174853077558,21.009577075054192,0
2236,2236,3735047,4325,370974,4,8,2,0,524,112000,522.7093533031317,20.03486878211843,0
2237,2237,110430,4443,240399,8,15,5,3,790,245000,743.7259728306863,12.774515773971736,0
2238,2238,4629552,572,2734944,5,13,1,1,489,94500,626.567084138075,0.0,1
2239,2239,4861330,4857,4034077,7,14,1,1,732,216000,683.9106080268549,14.342698297965113,0
2240,2240,2903695,2230,3181025,6,18,1,1,568,134000,715.3784906362912,19.986157146569866,0
2241,2241,2260454,1513,3059647,5,12,1,3,501,100500,558.9450380434596,19.56091618033176,0
2242,2242,2225159,4843,501455,6,8,2,2,353,26500,529.0664821575674,0.0,1
2243,2243,2383679,3249,1009338,7,9,5,3,448,74000,607.0994740603528,0.0,1
2244,2244,156925,1664,781715,6,17,4,3,528,114000,703.0179062530483,18.447446787059704,0
2245,2245,1946515,3673,4175648,10,6,5,3,498,99000,612.3569103499282,0.0,1
2246,2246,4505796,3193,1703292,1,6,4,3,450,75000,432.1440380509675,0.0,1
2247,2247,359804,3608,3931539,4,18,2,1,342,21000,695.8062206827759,0.0,1
2248,2248,1320179,939,2334084,4,8,1,3,541,120500,459.7839994817124,20.742243347902967,0
2249,2249,1473253,2540,4747907,4,4,4,1,520,110000,508.1450767993947,20.247825348539266,0
2250,2250,1685381,1864,4437821,2,6,3,2,303,1500,456.57981304129794,0.0,1
2251,2251,4301027,130,4310484,7,2,5,0,378,39000,534.2198921833661,0.0,1
2252,2252,4523204,1519,4621218,10,3,5,1,394,47000,601.9698140122472,0.0,1
2253,2253,4287523,402,370851,10,12,3,3,748,224000,680.3503146146577,11.246961424127607,0
2254,2254,3757846,4133,2740840,5,7,2,3,336,18000,485.24451361540474,0.0,1
2255,2255,4028118,839,380326,3,9,3,0,544,122000,557.0081541830084,18.94935154475403,0
2256,2256,4672717,833,102892,7,9,2,3,592,146000,569.6940302627106,18.02385536667824,0
2257,2257,3689060,703,2148845,10,3,3,0,566,133000,599.6452093440903,21.422055323643338,0
2258,2258,1362297,1406,3562150,2,16,1,0,518,109000,616.8135068696863,19.773274913211285,0
2259,2259,3216072,4576,1139669,9,11,3,0,845,272500,699.3592969399172,7.837857691603141,0
2260,2260,1001649,2034,712848,10,6,5,0,408,54000,657.4996418313892,0.0,1
2261,2261,4439324,2757,221450,3,11,4,3,486,93000,552.2125228697882,0.0,1
2262,2262,1756605,805,1445697,4,16,1,1,679,189500,660.1171624547239,15.117156183205639,0
2263,2263,2291012,1994,2921714,6,7,5,3,308,4000,540.8116446874607,0.0,1
2264,2264,3623705,231,2758981,9,4,5,2,418,59000,588.806685390498,0.0,1
2265,2265,3510762,2249,4745147,10,16,3,3,730,215000,753.3974214142241,12.762113262840895,0
2266,2266,4972906,500,1141255,8,3,2,3,662,181000,475.75749849330043,17.87994296149171,0
2267,2267,2909595,2153,2130511,1,5,3,1,382,41000,433.378284149466,0.0,1
2268,2268,3992899,458,3487965,5,7,4,3,472,86000,524.6597014189338,0.0,1
2269,2269,832360,2688,2261897,4,17,5,1,809,254500,709.9809436167759,9.806835390704395,0
2270,2270,1090215,3478,1255064,9,6,4,3,484,92000,566.9217551408065,0.0,1
2271,2271,4721553,3192,3003837,1,8,4,3,327,13500,459.43333188581494,0.0,1
2272,2272,1216830,4940,1213743,10,10,5,0,838,269000,727.0303263053229,7.814333341513683,0
2273,2273,3764335,571,631756,2,14,4,2,718,209000,602.5759005612792,13.819609022081123,0
2274,2274,1119151,4333,1442271,4,18,3,0,608,154000,710.3704919500499,17.695201160882352,0
2275,2275,1847819,2002,2714756,10,12,2,2,756,228000,699.6179899915091,12.687407998645561,0
2276,2276,371143,1054,2345242,6,15,1,0,316,8000,681.4178749337634,0.0,1
2277,2277,235755,978,3275148,1,5,3,0,535,117500,438.0611312146318,21.58245605112167,0
2278,2278,4957338,3172,4580670,3,17,5,2,412,56000,693.0776071889184,0.0,1
2279,2279,985534,4043,3462006,5,20,2,2,654,177000,708.5769693539128,16.17127750142526,0
2280,2280,3138785,4720,1515425,3,2,4,1,680,190000,441.0464688500133,17.776023883037833,0
2281,2281,3516560,1271,2584983,8,4,2,3,665,182500,507.3504108193912,15.02604536145303,0
2282,2282,2409409,1993,500253,8,5,5,2,559,129500,582.4720693993845,18.292537934320983,0
2283,2283,3019305,1743,4642201,10,2,2,2,341,20500,531.2071181003772,0.0,1
2284,2284,2036915,364,351849,8,4,3,2,557,128500,519.9019873339082,19.95574357316058,0
2285,2285,2037676,2736,3707053,10,17,5,1,395,47500,860.2890973518486,0.0,1
2286,2286,17400,3885,4148437,6,1,3,3,565,132500,431.06392593017927,21.24259347537579,0
2287,2287,4443113,1327,487371,3,11,2,2,548,124000,545.7041256919896,19.294742560398383,0
2288,2288,4667881,3730,194025,10,5,1,3,713,206500,549.1550280841218,14.487828186730994,0
2289,2289,3878359,1080,2481498,8,14,3,3,546,123000,670.703087290478,21.289589672555866,0
2290,2290,1492100,1692,2939420,10,12,2,0,739,219500,709.1192535292904,10.55175162247949,0
2291,2291,3997325,841,1708534,6,10,3,2,566,133000,610.3259743784973,21.064431675617126,0
2292,2292,3361981,2032,4761773,1,5,1,2,367,33500,376.5157935289802,0.0,1
2293,2293,3788291,4774,1153677,5,1,4,3,420,60000,411.89977411666155,0.0,1
2294,2294,3822997,3615,4490892,9,14,4,3,340,20000,730.7383193913852,0.0,1
2295,2295,1114483,785,3037411,8,7,5,1,496,98000,638.5957985182822,0.0,1
2296,2296,4204195,1496,4157835,1,13,1,1,442,71000,524.8913651579121,0.0,1
2297,2297,786993,3171,882757,6,6,3,3,529,114500,507.2602795100428,18.92791488543049,0
2298,2298,1957234,4289,3214730,2,20,5,2,696,198000,727.0144297129336,15.384567134658395,0
2299,2299,4909278,1652,449007,10,19,4,2,493,96500,827.163588832659,0.0,1
2300,2300,4536262,138,3533732,4,3,3,3,547,123500,420.801898582625,20.52004078074507,0
2301,2301,325871,565,519854,3,5,3,0,842,271000,505.9457872351227,9.114715907628863,0
2302,2302,286379,3709,3725265,4,9,1,1,452,76000,522.0915619502989,0.0,1
2303,2303,2478665,3027,4274211,10,15,3,0,838,269000,793.5360475196444,8.166017397533018,0
2304,2304,4925309,193,399018,5,7,4,3,619,159500,539.4028581151498,15.219789004579276,0
2305,2305,1628098,1726,2084866,6,19,5,1,689,194500,796.6738133549316,17.24162116469271,0
2306,2306,1029578,363,1480786,4,20,3,0,615,157500,755.657677807465,16.83114753635839,0
2307,2307,4438566,4261,3471372,2,1,1,3,300,0,322.61045397295146,0.0,1
2308,2308,3170376,1229,4942108,5,11,5,1,404,52000,641.7731860504529,0.0,1
2309,2309,4397006,3096,3445428,1,5,4,1,348,24000,455.26727527617265,0.0,1
2310,2310,4279404,668,1076064,6,6,2,3,423,61500,511.86674490844143,0.0,1
2311,2311,1495439,3155,3292909,7,5,4,2,800,250000,544.3431126802541,10.828688536605252,0
2312,2312,4195780,4970,3756320,9,10,1,3,826,263000,621.9296332793069,7.565208786638126,0
2313,2313,1432278,1949,2149104,7,10,4,1,778,239000,648.3501193644092,11.066038393300843,0
2314,2314,4097289,3657,1273023,1,10,4,2,793,246500,505.84530474764495,11.334813442727613,0
2315,2315,2477063,796,2476386,3,18,4,0,557,128500,720.5612667462931,21.647985513602816,0
2316,2316,1118757,4707,2311387,1,9,1,0,343,21500,492.0031194657064,0.0,1
2317,2317,971185,2987,2059604,8,17,5,2,388,44000,762.8875679411703,0.0,1
2318,2318,327350,2620,1443207,10,1,3,3,360,30000,514.5850713708408,0.0,1
2319,2319,1709647,3724,2487989,4,19,5,2,522,111000,730.2877204457354,19.31548048186107,0
2320,2320,4733898,4350,1990843,4,19,2,2,844,272000,699.377045931074,8.742243449293866,0
2321,2321,541874,348,3965601,8,18,5,2,353,26500,791.6140312866137,0.0,1
2322,2322,2491682,2558,4145806,6,8,4,1,659,179500,612.1190597299786,16.284861384457184,0
2323,2323,2064244,1715,801827,4,17,3,3,729,214500,650.7234938302172,12.796522338810757,0
2324,2324,3375091,2331,1234769,9,5,4,1,560,130000,611.4715606137354,20.78845497308878,0
2325,2325,92069,1110,2776886,3,7,3,2,747,223500,484.53669044601946,12.282173787155571,0
2326,2326,3596997,1563,4380086,6,5,4,0,497,98500,569.1148840064219,0.0,1
2327,2327,4781873,2038,2080978,9,12,2,3,466,83000,665.1348695432678,0.0,1
2328,2328,1783389,4152,2716760,5,5,2,2,582,141000,482.3494421282926,21.132973383513207,0
2329,2329,283055,2261,4946841,10,7,4,0,332,16000,643.7922378692269,0.0,1
2330,2330,2628921,2736,3388037,8,2,2,2,501,100500,500.91743179917745,21.787473381449324,0
2331,2331,4711421,1976,4110296,8,18,2,3,414,57000,734.6949292652149,0.0,1
2332,2332,1913978,3399,3423297,10,8,5,2,313,6500,661.6851453552986,0.0,1
2333,2333,2496412,2959,172514,7,2,3,1,767,233500,513.5205193996978,10.9767768356018,0
2334,2334,1154706,2104,1249702,4,0,2,3,702,201000,372.8283391597093,12.852076440793141,0
2335,2335,4925907,3578,1030687,2,2,4,1,756,228000,417.75093890271546,12.544829804472354,0
2336,2336,1947112,3158,944017,10,13,5,2,552,126000,751.8260400491974,18.89550644675941,0
2337,2337,237740,2580,800562,7,5,2,1,338,19000,529.9830346673418,0.0,1
2338,2338,1087943,2316,316716,2,15,4,3,622,161000,571.3860571157901,17.181296973701407,0
2339,2339,3987926,3799,4293692,2,6,5,1,450,75000,489.7570211591569,0.0,1
2340,2340,1472610,2144,2367051,6,20,1,3,648,174000,701.3320728265187,15.870460462129435,0
2341,2341,3253999,2367,3548733,10,1,3,0,403,51500,545.4797642005899,0.0,1
2342,2342,4774943,3067,4748103,3,13,5,0,827,263500,652.6973104638291,8.41623069840723,0
2343,2343,51041,401,1190882,3,7,4,1,726,213000,535.1524289962844,13.698346696927597,0
2344,2344,3369336,1037,1270439,4,19,2,2,688,194000,687.5944714916604,16.151654705668832,0
2345,2345,3817238,1531,4630376,8,20,1,0,500,100000,781.8925757910538,0.0,1
2346,2346,2197061,2312,1906350,9,16,5,2,309,4500,801.0461015121376,0.0,1
2347,2347,2787201,4500,4453547,10,4,3,1,728,214000,578.0741801748338,12.991869116328616,0
2348,2348,1097713,3258,3914073,6,5,2,2,779,239500,516.263705969935,10.298586084366038,0
2349,2349,2413176,3598,2491050,4,8,4,2,791,245500,545.7579198758375,12.411472037164526,0
2350,2350,4083469,272,3116893,7,0,1,0,568,134000,456.15699353157845,21.71356618704967,0
2351,2351,1375794,529,2691874,7,9,1,2,665,182500,552.3839594301892,16.454776909166657,0
2352,2352,2679554,537,2455251,6,8,4,1,512,106000,599.8749054821164,18.357682848753385,0
2353,2353,3227139,1585,1638786,8,15,3,3,390,45000,693.8611273575405,0.0,1
2354,2354,1885948,126,1180624,1,13,4,1,800,250000,590.0999294078975,14.931857432754914,0
2355,2355,177272,2880,2005408,4,7,3,2,733,216500,503.59136483783334,14.43154224434562,0
2356,2356,912556,643,4403358,10,6,1,0,421,60500,615.4903757400205,0.0,1
2357,2357,4363352,2060,3699339,7,3,5,3,364,32000,495.78347130587724,0.0,1
2358,2358,2108454,3805,2399072,9,13,4,1,825,262500,728.3910866577212,7.557893346085272,0
2359,2359,2609732,2684,2021935,8,14,3,1,445,72500,710.1665945558445,0.0,1
2360,2360,2619395,522,3536586,10,7,3,1,752,226000,652.0838850119778,12.859509362598256,0
2361,2361,3251781,2502,1955428,5,13,1,1,329,14500,626.1210186602209,0.0,1
2362,2362,4673637,1879,1018626,7,8,4,2,830,265000,593.5060914606161,7.871017490053743,0
2363,2363,2681253,1532,1500951,1,17,2,2,353,26500,593.3581404365295,0.0,1
2364,2364,2633640,1792,932032,8,3,4,0,600,150000,561.4279527685269,18.745586396103505,0
2365,2365,1868860,1689,1007449,3,10,4,3,648,174000,535.282213421294,17.55300050943645,0
2366,2366,2597373,3982,435299,1,9,2,1,533,116500,498.9857739287467,20.593363195717327,0
2367,2367,2306700,3570,2433257,5,20,2,0,779,239500,764.618453276659,12.985847426732255,0
2368,2368,4754327,3807,1593160,9,13,4,3,495,97500,703.8064665172562,0.0,1
2369,2369,4510301,4237,114564,4,20,5,0,726,213000,790.2585152518562,11.25820214974465,0
2370,2370,4246814,1747,1483242,6,7,3,0,825,262500,563.3985646868156,7.2358398915330175,0
2371,2371,4483694,1652,2175673,8,19,2,1,661,180500,804.505053656934,15.492459345662178,0
2372,2372,4317554,3981,3626805,2,6,2,3,762,231000,443.9816254609798,14.439075895823605,0
2373,2373,941122,4042,2290081,1,16,3,2,665,182500,598.7299018033814,17.81885859322009,0
2374,2374,4709625,982,2609879,4,15,3,0,826,263000,679.2229853074822,9.42873525966831,0
2375,2375,3843434,2505,3467043,6,2,5,2,370,35000,469.59506656767337,0.0,1
2376,2376,4922107,4801,4392552,3,14,3,1,723,211500,639.5965533522341,13.565358867384898,0
2377,2377,1356890,4168,2365198,6,5,2,2,701,200500,495.32905236050794,14.636950185855564,0
2378,2378,2726815,3225,851993,10,7,4,2,770,235000,633.854238921446,12.410168485746247,0
2379,2379,248397,4731,3946979,10,4,2,1,850,275000,590.5852735943124,7.184522426955987,0
2380,2380,1446584,4073,3539380,5,20,2,3,682,191000,706.1791288241036,16.160376375345614,0
