Customer Name,Consistency of Work & Gigs,Freelancing Experience (years),Income Diversification,Financial Risk Events,FICO Score,Credit Score,IScore,Interest Rate (%),Loan Eligibility
2522,3,14,4,0,374,37000,653.5135135,0,1
2523,10,19,5,0,713,206500,883.7837838,13.54570599,0
2524,1,1,4,2,432,66000,371.3513514,0,1
2525,10,7,5,2,331,15500,656.7567568,0,1
2526,7,16,5,0,744,222000,776.7567568,10.83190261,0
2527,10,20,4,2,634,167000,854.5945946,16.09211566,0
2528,1,6,1,0,811,255500,445.9459459,8.492577625,0
2529,4,0,1,3,361,30500,358.3783784,0,1
2530,10,2,3,2,446,73000,549.7297297,0,1
2531,4,11,5,2,555,127500,604.8648649,18.60022081,0
2532,2,1,5,1,409,54500,420,0,1
2533,8,11,3,3,413,56500,640.5405405,0,1
2534,10,2,5,2,541,120500,575.6756757,18.52268884,0
2535,1,14,1,2,680,190000,543.2432432,15.47029599,0
2536,2,4,2,2,375,37500,413.5135135,0,1
2537,7,16,1,0,603,151500,724.8648649,15.57260339,0
2538,4,8,3,3,771,235500,514.0540541,11.86607058,0
2539,1,13,5,3,593,146500,562.7027027,20.27045891,0
2540,8,5,1,1,613,156500,549.7297297,16.53702284,0
2541,10,1,1,2,491,95500,507.5675676,0,1
2542,2,1,3,3,732,216000,361.6216216,13.55749931,0
2543,2,19,1,3,389,44500,627.5675676,0,1
2544,9,16,3,1,680,190000,773.5135135,16.21234115,0
2545,8,14,1,1,421,60500,695.6756757,0,1
2546,8,13,5,1,591,145500,731.3513514,20.53171389,0
2547,8,16,1,0,449,74500,744.3243243,0,1
2548,5,5,2,0,436,68000,520.5405405,0,1
2549,6,20,3,1,797,248500,780,14.80373499,0
2550,6,0,2,0,460,80000,458.9189189,0,1
2551,6,1,2,1,579,139500,458.9189189,20.29726844,0
2552,6,13,5,3,590,145000,660,18.73905774,0
2553,3,6,2,3,734,217000,449.1891892,12.16085452,0
2554,4,2,5,3,332,16000,442.7027027,0,1
2555,7,10,1,3,450,75000,578.9189189,0,1
2556,8,20,1,3,508,104000,760.5405405,20.04385926,0
2557,6,11,5,2,676,188000,643.7837838,16.3781685,0
2558,3,16,5,2,602,151000,666.4864865,15.01221713,0
2559,5,15,4,3,412,56000,660,0,1
2560,5,6,1,3,663,181500,475.1351351,16.11101448,0
2561,2,3,1,0,701,200500,416.7567568,13.37034831,0
2562,9,8,5,2,656,178000,653.5135135,16.97978225,0
2563,8,15,3,2,798,249000,721.6216216,14.98571493,0
2564,8,12,1,2,547,123500,647.027027,18.07487661,0
2565,5,2,5,1,625,162500,494.5945946,17.16770283,0
2566,10,13,3,1,769,234500,744.3243243,14.16796225,0
2567,6,13,2,1,575,137500,653.5135135,19.38384388,0
2568,10,18,4,3,614,157000,805.9459459,15.46306365,0
2569,6,7,3,0,457,78500,585.4054054,0,1
2570,10,1,1,1,393,46500,523.7837838,0,1
2571,6,0,5,0,717,208500,497.8378378,12.71440863,0
2572,5,12,5,3,457,78500,624.3243243,0,1
2573,9,13,5,3,439,69500,718.3783784,0,1
2574,3,3,5,2,432,66000,455.6756757,0,1
2575,2,15,5,3,691,195500,614.5945946,17.35069348,0
2576,2,11,1,1,491,95500,530.2702703,0,1
2577,8,6,5,0,835,267500,634.0540541,9.792830194,0
2578,8,1,1,2,834,267000,468.6486486,9.022852706,0
2579,8,2,4,3,735,217500,507.5675676,11.25870006,0
2580,6,2,1,2,535,117500,445.9459459,19.70152638,0
2581,10,7,3,1,542,121000,647.027027,18.57384826,0
2582,2,14,3,1,803,251500,604.8648649,8.991106215,0
2583,7,1,5,2,356,28000,501.0810811,0,1
2584,7,14,1,0,585,142500,692.4324324,21.67273634,0
2585,1,6,5,1,577,138500,481.6216216,20.9521903,0
2586,10,4,4,3,337,18500,578.9189189,0,1
2587,8,16,3,1,417,58500,754.0540541,0,1
2588,6,0,5,3,547,123500,449.1891892,20.71724238,0
2589,3,10,2,1,539,119500,546.4864865,19.32293511,0
2590,3,7,5,2,777,238500,520.5405405,11.33248189,0
2591,1,7,2,1,776,238000,458.9189189,11.01035611,0
2592,8,12,4,1,769,234500,702.1621622,10.88157511,0
2593,2,14,1,3,484,92000,546.4864865,0,1
2594,5,7,1,0,686,193000,540,16.70060726,0
2595,4,2,2,2,682,191000,420,17.16443147,0
2596,9,0,4,1,589,144500,527.027027,21.05646741,0
2597,10,2,1,2,410,55000,523.7837838,0,1
2598,6,15,4,1,747,223500,711.8918919,12.89232497,0
2599,6,15,2,0,330,15000,702.1621622,0,1
2600,5,6,2,3,552,126000,488.1081081,19.42157,0
2601,5,18,5,1,832,266000,754.0540541,7.983368104,0
2602,2,7,4,0,618,159000,520.5405405,17.1429194,0
2603,1,8,1,1,706,203000,462.1621622,11.37416281,0
2604,9,11,4,3,622,161000,672.972973,16.12017914,0
2605,3,17,1,1,389,44500,647.027027,0,1
2606,7,10,1,2,464,82000,595.1351351,0,1
2607,6,10,5,3,530,115000,611.3513514,19.40358116,0
2608,5,17,5,0,469,84500,754.0540541,0,1
2609,9,11,2,0,552,126000,695.6756757,21.96365692,0
2610,5,9,5,3,371,35500,575.6756757,0,1
2611,5,15,2,3,471,85500,634.0540541,0,1
2612,9,18,2,3,589,144500,760.5405405,18.72524892,0
2613,7,0,2,3,392,46000,429.7297297,0,1
2614,4,18,3,1,824,262000,708.6486486,8.34277402,0
2615,8,9,4,0,456,78000,669.7297297,0,1
2616,1,12,5,0,447,73500,595.1351351,0,1
2617,10,8,3,2,555,127500,647.027027,18.1819916,0
2618,10,0,4,1,809,254500,546.4864865,8.272291119,0
2619,10,4,5,1,791,245500,624.3243243,12.64279839,0
2620,2,17,3,3,573,136500,621.0810811,21.22140293,0
2621,1,3,3,2,628,164000,390.8108108,16.3490616,0
2622,6,2,3,2,448,74000,471.8918919,0,1
2623,7,14,3,0,363,31500,718.3783784,0,1
2624,7,13,4,0,332,16000,715.1351351,0,1
2625,3,20,4,2,430,65000,718.3783784,0,1
2626,5,19,3,1,334,17000,744.3243243,0,1
2627,4,5,4,3,444,72000,478.3783784,0,1
2628,10,11,4,0,498,99000,741.0810811,0,1
2629,8,6,2,0,384,42000,595.1351351,0,1
2630,1,10,5,0,789,244500,562.7027027,12.39408164,0
2631,10,11,2,1,587,143500,698.9189189,18.48608049,0
2632,9,19,1,0,433,66500,812.4324324,0,1
2633,4,10,1,1,632,166000,552.972973,15.03482208,0
2634,10,4,3,1,432,66000,598.3783784,0,1
2635,7,11,5,1,697,198500,679.4594595,17.5293933,0
2636,8,18,5,2,571,135500,796.2162162,21.03119198,0
2637,7,1,2,0,541,120500,494.5945946,20.46779786,0
2638,10,12,4,0,785,242500,757.2972973,12.59605008,0
2639,6,13,4,2,704,202000,663.2432432,13.7046433,0
2640,8,6,2,1,731,215500,578.9189189,12.95951108,0
2641,2,12,5,1,519,109500,598.3783784,19.20173342,0
2642,8,18,2,2,815,257500,757.2972973,9.776919338,0
2643,3,13,3,2,308,4000,591.8918919,0,1
2644,7,20,5,0,653,176500,841.6216216,15.43511726,0
2645,2,13,5,1,336,18000,614.5945946,0,1
2646,2,12,4,2,474,87000,569.1891892,0,1
2647,4,19,3,2,641,170500,708.6486486,17.22497851,0
2648,2,15,1,3,464,82000,562.7027027,0,1
2649,7,0,2,1,551,125500,462.1621622,20.12190435,0
2650,1,1,3,1,654,177000,374.5945946,16.57892497,0
2651,8,7,5,0,511,105500,650.2702703,19.27168516,0
2652,2,10,4,1,601,150500,552.972973,15.96186172,0
2653,4,8,1,0,435,67500,536.7567568,0,1
2654,2,3,1,1,304,2000,400.5405405,0,1
2655,2,6,1,3,399,49500,416.7567568,0,1
2656,9,2,4,2,342,21000,543.2432432,0,1
2657,8,14,3,0,431,65500,737.8378378,0,1
2658,4,12,4,1,725,212500,624.3243243,13.6354822,0
2659,7,12,2,1,327,13500,656.7567568,0,1
2660,1,5,2,0,430,65000,442.7027027,0,1
2661,4,17,3,1,679,189500,692.4324324,15.32174199,0
2662,2,18,3,1,387,43500,669.7297297,0,1
2663,7,12,4,1,585,142500,682.7027027,20.6573975,0
2664,2,7,4,3,768,234000,471.8918919,12.31666494,0
2665,1,0,2,2,481,90500,329.1891892,0,1
2666,10,19,3,0,514,107000,857.8378378,18.9852262,0
2667,1,13,3,1,618,159000,569.1891892,17.01655147,0
2668,5,10,2,0,312,6000,601.6216216,0,1
2669,10,18,3,0,689,194500,841.6216216,17.56971163,0
2670,6,14,2,2,413,56500,653.5135135,0,1
2671,4,14,3,1,689,194500,643.7837838,15.13964032,0
2672,3,5,2,0,742,221000,481.6216216,11.44267149,0
2673,8,3,1,1,794,247000,517.2972973,10.43636205,0
2674,10,15,1,2,377,38500,734.5945946,0,1
2675,6,0,2,3,306,3000,410.2702703,0,1
2676,7,2,4,1,475,87500,520.5405405,0,1
2677,6,5,5,1,716,208000,562.7027027,12.17515574,0
2678,1,10,3,3,764,232000,488.1081081,12.54069115,0
2679,2,19,4,0,601,150500,715.1351351,16.89054143,0
2680,8,5,1,2,611,155500,533.5135135,15.05975836,0
2681,9,13,5,3,394,47000,718.3783784,0,1
2682,6,15,3,0,470,85000,715.1351351,0,1
2683,1,7,3,1,750,225000,471.8918919,10.92600108,0
2684,9,11,3,3,759,229500,660,12.87531512,0
2685,9,8,4,1,397,48500,656.7567568,0,1
2686,7,9,4,2,637,168500,617.8378378,17.24938672,0
2687,2,4,3,3,592,146000,410.2702703,19.07439606,0
2688,2,7,3,2,412,56000,475.1351351,0,1
2689,5,1,3,0,842,271000,468.6486486,7.847060359,0
2690,6,2,5,3,379,39500,481.6216216,0,1
2691,1,0,1,0,741,220500,348.6486486,14.12061596,0
2692,5,17,5,1,353,26500,737.8378378,0,1
2693,9,6,3,0,487,93500,627.5675676,0,1
2694,6,10,2,2,490,95000,588.6486486,0,1
2695,1,18,2,1,369,34500,637.2972973,0,1
2696,3,18,4,1,444,72000,702.1621622,0,1
2697,3,4,4,1,782,241000,475.1351351,12.93172635,0
2698,7,12,4,0,304,2000,698.9189189,0,1
2699,4,18,5,3,454,77000,702.1621622,0,1
2700,6,12,5,1,727,213500,676.2162162,14.25463387,0
2701,10,9,4,3,803,251500,660,7.034367478,0
2702,8,12,5,3,467,83500,682.7027027,0,1
2703,4,17,5,0,719,209500,734.5945946,10.22661431,0
2704,3,14,2,1,476,88000,611.3513514,0,1
2705,3,13,5,3,428,64000,601.6216216,0,1
2706,4,5,1,2,704,202000,455.6756757,14.87690057,0
2707,4,2,2,3,415,57500,403.7837838,0,1
2708,7,7,3,3,642,171000,556.2162162,16.42869416,0
2709,6,19,3,1,479,89500,763.7837838,0,1
2710,4,7,1,1,781,240500,504.3243243,10.98250421,0
2711,8,6,2,2,643,171500,562.7027027,16.19375118,0
2712,6,20,3,1,738,219000,780,12.99486832,0
2713,1,1,4,1,736,218000,387.5675676,13.5209048,0
2714,6,5,3,2,693,196500,520.5405405,15.02077702,0
2715,10,3,2,2,647,173500,552.972973,16.47409482,0
2716,2,10,2,0,722,211000,543.2432432,11.57225614,0
2717,2,2,5,2,677,188500,420,16.00547348,0
2718,10,3,1,3,579,139500,523.7837838,21.22229309,0
2719,3,18,2,1,794,247000,676.2162162,13.21110654,0
2720,6,15,2,2,753,226500,669.7297297,14.89581409,0
2721,8,3,3,1,409,54500,543.2432432,0,1
2722,9,7,3,1,588,144000,627.5675676,19.48212611,0
2723,9,16,2,2,387,43500,744.3243243,0,1
2724,2,14,3,1,741,220500,604.8648649,11.74548718,0
2725,8,10,1,2,353,26500,614.5945946,0,1
2726,8,0,5,3,372,36000,488.1081081,0,1
2727,6,12,1,3,738,219000,591.8918919,11.88417823,0
2728,5,12,5,3,793,246500,624.3243243,11.00134245,0
2729,8,15,5,1,311,5500,763.7837838,0,1
2730,8,11,4,3,346,23000,653.5135135,0,1
2731,2,16,2,1,668,184000,624.3243243,15.84442867,0
2732,6,17,3,1,425,62500,731.3513514,0,1
2733,8,14,4,0,414,57000,750.8108108,0,1
2734,5,7,5,1,752,226000,575.6756757,14.90641342,0
2735,2,5,1,2,500,100000,416.7567568,0,1
2736,8,6,4,0,616,158000,621.0810811,15.41756304,0
2737,4,14,4,2,700,200000,640.5405405,16.64189943,0
2738,3,14,3,0,366,33000,640.5405405,0,1
2739,1,7,2,1,693,196500,458.9189189,15.14421451,0
2740,10,0,5,2,498,99000,543.2432432,0,1
2741,2,0,5,0,782,241000,420,13.46808268,0
2742,7,12,2,1,669,184500,656.7567568,16.37381967,0
2743,6,7,5,2,412,56000,578.9189189,0,1
2744,10,2,4,2,620,160000,562.7027027,16.43007605,0
2745,8,18,4,0,700,200000,815.6756757,17.66205048,0
2746,1,19,5,2,618,159000,676.2162162,16.58283151,0
2747,8,2,3,2,830,265000,510.8108108,9.170219117,0
2748,5,20,5,3,438,69000,754.0540541,0,1
2749,8,3,1,1,300,0,517.2972973,0,1
2750,1,13,5,1,628,164000,595.1351351,16.24083998,0
2751,1,6,4,3,501,100500,436.2162162,21.77092358,0
2752,2,13,5,1,442,71000,614.5945946,0,1
2753,4,0,5,3,610,155000,410.2702703,15.09519239,0
2754,7,19,5,2,645,172500,792.972973,17.05045734,0
2755,10,14,5,0,532,116000,802.7027027,21.09843493,0
2756,3,20,1,2,761,230500,679.4594595,11.286391,0
2757,5,10,5,2,303,1500,608.1081081,0,1
2758,4,18,3,3,302,1000,676.2162162,0,1
2759,10,13,4,2,536,118000,741.0810811,20.40520033,0
2760,2,10,1,1,645,172500,514.0540541,16.27550999,0
2761,2,19,1,3,591,145500,627.5675676,18.16978071,0
2762,4,13,3,3,680,190000,595.1351351,16.40328378,0
2763,1,17,2,0,426,63000,637.2972973,0,1
2764,5,7,4,2,427,63500,546.4864865,0,1
2765,3,4,1,1,510,105000,436.2162162,18.23139738,0
2766,5,6,4,0,799,249500,562.7027027,13.58332568,0
2767,10,2,4,0,311,5500,595.1351351,0,1
2768,5,12,2,1,717,208500,617.8378378,11.3995449,0
2769,1,9,4,2,688,194000,501.0810811,16.69301349,0
2770,7,2,5,0,408,54000,549.7297297,0,1
2771,5,5,4,2,618,159000,514.0540541,15.03159653,0
2772,9,1,1,0,792,246000,520.5405405,13.05820812,0
2773,4,3,1,1,501,100500,439.4594595,21.96154754,0
2774,4,0,5,1,759,229500,442.7027027,14.62800927,0
2775,2,5,1,3,820,260000,400.5405405,7.447735357,0
2776,2,11,5,1,799,249500,582.1621622,11.07918329,0
2777,6,20,1,2,667,183500,737.8378378,15.65465842,0
2778,10,17,5,1,546,123000,835.1351351,19.34042812,0
2779,5,12,2,0,645,172500,634.0540541,17.68047478,0
2780,5,5,3,1,499,99500,517.2972973,0,1
2781,4,8,1,3,402,51000,488.1081081,0,1
2782,10,15,1,3,761,230500,718.3783784,14.19827966,0
2783,2,10,1,2,798,249000,497.8378378,11.08271265,0
2784,4,3,5,0,343,21500,507.5675676,0,1
2785,2,6,4,2,797,248500,471.8918919,13.16413696,0
2786,6,15,2,3,830,265000,653.5135135,9.455339517,0
2787,7,0,5,3,701,200500,468.6486486,13.84093392,0
2788,1,8,2,1,649,174500,475.1351351,17.58553228,0
2789,2,2,5,1,550,125000,436.2162162,19.84999043,0
2790,6,5,4,3,378,39000,517.2972973,0,1
2791,4,1,1,3,793,246500,374.5945946,12.7094121,0
2792,9,14,1,0,608,154000,731.3513514,16.10955173,0
2793,7,20,5,2,358,29000,809.1891892,0,1
2794,1,11,2,3,471,85500,491.3513514,0,1
2795,8,19,3,0,815,257500,818.9189189,8.063933075,0
2796,10,10,5,0,439,69500,737.8378378,0,1
2797,9,10,2,1,562,131000,663.2432432,19.7098354,0
2798,7,7,3,3,492,96000,556.2162162,0,1
2799,6,7,4,3,631,165500,549.7297297,17.8996295,0
2800,1,10,4,0,475,87500,549.7297297,0,1
2801,1,7,4,3,684,192000,452.4324324,15.40786452,0
2802,10,8,3,3,307,3500,630.8108108,0,1
2803,3,9,5,1,410,55000,569.1891892,0,1
2804,5,6,5,0,312,6000,575.6756757,0,1
2805,6,3,2,1,810,255000,491.3513514,9.170977807,0
2806,9,9,1,0,521,110500,650.2702703,21.30607338,0
2807,5,16,2,2,378,39000,666.4864865,0,1
2808,1,11,3,2,372,36000,520.5405405,0,1
2809,6,20,5,3,694,197000,773.5135135,15.35635254,0
2810,5,18,2,0,307,3500,731.3513514,0,1
2811,7,0,1,0,710,205000,465.4054054,12.10652789,0
2812,2,20,2,1,668,184000,689.1891892,16.11062964,0
2813,4,1,3,3,710,205000,400.5405405,10.04387659,0
2814,4,9,1,0,704,202000,552.972973,13.12605892,0
2815,1,10,3,3,464,82000,488.1081081,0,1
2816,6,2,4,3,385,42500,468.6486486,0,1
2817,4,2,4,1,358,29000,462.1621622,0,1
2818,2,19,1,3,589,144500,627.5675676,18.89826563,0
2819,8,17,1,2,460,80000,728.1081081,0,1
2820,6,8,5,0,545,122500,627.5675676,18.79905368,0
2821,4,17,2,0,815,257500,695.6756757,7.891397694,0
2822,1,0,2,3,710,205000,312.972973,10.65621727,0
2823,10,16,4,0,690,195000,822.1621622,15.72564467,0
2824,9,5,3,0,810,255000,611.3513514,9.541831008,0
2825,8,17,5,1,764,232000,796.2162162,13.228236,0
2826,7,20,3,0,562,131000,815.6756757,20.02430703,0
2827,6,5,1,3,378,39000,478.3783784,0,1
2828,9,8,4,1,526,113000,656.7567568,21.37812282,0
2829,3,19,1,1,842,271000,679.4594595,8.337731294,0
2830,10,2,1,3,420,60000,507.5675676,0,1
2831,8,16,3,1,343,21500,754.0540541,0,1
2832,3,17,2,1,545,122500,660,18.20574963,0
2833,2,1,2,0,706,203000,397.2972973,12.93266742,0
2834,4,19,1,1,809,254500,698.9189189,8.82817101,0
2835,5,12,4,3,601,150500,611.3513514,16.69791228,0
2836,8,19,2,3,746,223000,757.2972973,14.13418581,0
2837,7,14,2,2,390,45000,672.972973,0,1
2838,6,13,1,2,537,118500,624.3243243,18.28041014,0
2839,5,15,5,1,358,29000,705.4054054,0,1
2840,2,12,2,2,669,184500,543.2432432,17.19604962,0
2841,8,18,3,0,439,69500,802.7027027,0,1
2842,9,18,3,3,577,138500,773.5135135,21.24406605,0
2843,3,7,4,1,461,80500,523.7837838,0,1
2844,10,16,3,3,447,73500,760.5405405,0,1
2845,2,11,4,0,306,3000,585.4054054,0,1
2846,6,11,3,0,764,232000,650.2702703,12.52836167,0
2847,10,19,2,2,629,164500,812.4324324,17.0051222,0
2848,8,17,5,1,623,161500,796.2162162,16.36709687,0
2849,1,11,5,2,768,234000,546.4864865,13.76170332,0
2850,3,3,3,3,708,204000,413.5135135,11.39237063,0
2851,5,11,2,2,806,253000,585.4054054,7.854070927,0
2852,8,19,3,3,598,149000,770.2702703,18.50496718,0
2853,5,12,2,1,709,204500,617.8378378,13.41640723,0
2854,2,11,3,1,493,96500,556.2162162,0,1
2855,1,16,2,2,389,44500,588.6486486,0,1
2856,6,12,5,2,467,83500,660,0,1
2857,9,3,5,3,567,133500,556.2162162,21.87058524,0
2858,7,18,2,0,757,228500,770.2702703,13.37970892,0
2859,4,10,2,0,517,108500,582.1621622,20.62077764,0
2860,7,12,1,1,412,56000,643.7837838,0,1
2861,1,7,3,3,315,7500,439.4594595,0,1
2862,9,12,4,1,573,136500,721.6216216,18.93233406,0
2863,2,11,1,0,642,171000,546.4864865,16.78822358,0
2864,8,9,4,1,622,161000,653.5135135,17.59176309,0
2865,2,19,4,2,423,61500,682.7027027,0,1
2866,3,1,3,0,743,221500,429.7297297,10.76617927,0
2867,4,12,2,3,805,252500,565.9459459,7.498209171,0
2868,8,18,2,1,598,149000,773.5135135,19.11778982,0
2869,2,0,1,1,833,266500,351.8918919,9.124168602,0
2870,5,16,5,1,534,117000,721.6216216,20.53123687,0
2871,6,10,5,0,692,196000,660,16.97245187,0
2872,10,15,1,2,584,142000,734.5945946,18.16926033,0
2873,6,9,4,0,660,180000,630.8108108,15.79174006,0
2874,6,8,2,2,578,139000,556.2162162,21.3091962,0
2875,2,13,4,3,391,45500,569.1891892,0,1
2876,2,19,2,0,428,64000,689.1891892,0,1
2877,3,19,4,2,481,90500,702.1621622,0,1
2878,10,8,4,0,792,246000,692.4324324,10.87309615,0
2879,2,10,4,3,803,251500,520.5405405,8.509398505,0
2880,10,1,2,3,809,254500,504.3243243,8.372515572,0
2881,2,0,3,1,708,204000,377.8378378,12.96380625,0
2882,9,20,2,3,577,138500,792.972973,20.45670573,0
2883,7,11,1,0,523,111500,643.7837838,19.41932124,0
2884,2,19,2,2,367,33500,656.7567568,0,1
2885,9,17,5,3,355,27500,783.2432432,0,1
2886,1,13,4,3,361,30500,549.7297297,0,1
2887,4,3,2,3,436,68000,420,0,1
2888,6,5,4,1,405,52500,549.7297297,0,1
2889,3,3,2,0,359,29500,449.1891892,0,1
2890,9,20,5,2,677,188500,848.1081081,17.70330511,0
2891,8,12,4,2,505,102500,685.9459459,19.82010435,0
2892,2,1,2,3,377,38500,348.6486486,0,1
2893,6,1,4,3,753,226500,452.4324324,12.48761581,0
2894,4,2,3,0,605,152500,465.4054054,16.39346829,0
2895,3,17,3,1,485,92500,672.972973,0,1
2896,2,3,5,1,443,71500,452.4324324,0,1
2897,10,9,3,3,633,166500,647.027027,16.20072667,0
2898,5,2,2,3,664,182000,423.2432432,16.13417283,0
2899,10,5,4,3,582,141000,595.1351351,20.54415038,0
2900,6,4,5,1,483,91500,546.4864865,0,1
2901,7,18,2,2,540,120000,737.8378378,19.33568529,0
2902,4,16,2,0,631,165500,679.4594595,15.36058396,0
2903,10,17,3,0,483,91500,825.4054054,0,1
2904,1,4,1,3,589,144500,364.8648649,20.32330731,0
2905,6,1,3,2,413,56500,455.6756757,0,1
2906,8,17,2,0,733,216500,773.5135135,13.78300988,0
2907,8,18,4,1,797,248500,799.4594595,10.52400253,0
2908,9,3,3,3,407,53500,530.2702703,0,1
2909,4,16,3,2,687,193500,660,16.32004635,0
2910,5,17,2,1,716,208000,698.9189189,12.6338888,0
2911,1,20,1,3,555,127500,624.3243243,19.99532025,0
2912,3,10,3,3,440,70000,527.027027,0,1
2913,9,11,3,3,811,255500,660,7.131849898,0
2914,3,14,2,0,550,125000,627.5675676,18.9934538,0
2915,2,8,4,0,633,166500,536.7567568,17.60154512,0
2916,5,17,3,3,409,54500,679.4594595,0,1
2917,8,2,3,2,833,266500,510.8108108,7.923094593,0
2918,3,14,3,1,611,155500,624.3243243,16.96076893,0
2919,2,2,1,1,447,73500,384.3243243,0,1
2920,6,15,5,0,754,227000,741.0810811,11.12906309,0
2921,10,12,1,0,342,21000,718.3783784,0,1
2922,5,4,1,1,420,60000,475.1351351,0,1
2923,9,15,3,3,543,121500,724.8648649,18.33125528,0
2924,10,14,4,0,659,179500,789.7297297,17.1996131,0
2925,6,2,2,3,838,269000,442.7027027,7.281359964,0
2926,3,13,5,3,707,203500,601.6216216,11.00142671,0
2927,1,4,2,2,434,67000,394.0540541,0,1
2928,10,2,3,1,724,212000,565.9459459,14.77969002,0
2929,10,17,1,3,592,146000,750.8108108,19.04424486,0
2930,8,4,5,0,453,76500,601.6216216,0,1
2931,4,15,2,1,701,200500,647.027027,14.06314517,0
2932,1,11,3,0,751,225500,552.972973,12.48411218,0
2933,2,20,2,2,452,76000,672.972973,0,1
2934,3,5,2,1,433,66500,465.4054054,0,1
2935,5,11,3,3,790,245000,582.1621622,11.06810255,0
2936,4,19,3,0,742,221000,741.0810811,13.29068842,0
2937,7,10,5,3,435,67500,630.8108108,0,1
2938,2,12,1,1,366,33000,546.4864865,0,1
2939,8,0,4,2,391,45500,491.3513514,0,1
2940,8,10,2,2,689,194500,627.5675676,17.1682122,0
2941,6,11,4,2,716,208000,630.8108108,13.71366955,0
2942,4,16,5,3,485,92500,669.7297297,0,1
2943,6,0,2,2,510,105000,426.4864865,20.9276325,0
2944,2,20,4,0,421,60500,731.3513514,0,1
2945,7,11,1,3,673,186500,595.1351351,15.52806287,0
2946,6,17,5,0,401,50500,773.5135135,0,1
2947,7,13,2,3,330,15000,640.5405405,0,1
2948,4,9,2,3,488,94000,517.2972973,0,1
2949,3,13,2,3,397,48500,562.7027027,0,1
2950,3,9,2,1,748,224000,530.2702703,11.63389063,0
2951,1,18,2,3,693,196500,604.8648649,17.83863935,0
2952,4,14,1,0,306,3000,634.0540541,0,1
2953,4,0,5,0,420,60000,458.9189189,0,1
2954,9,10,4,1,795,247500,689.1891892,12.00872931,0
2955,1,3,3,3,306,3000,374.5945946,0,1
2956,3,11,5,0,454,77000,617.8378378,0,1
2957,9,1,2,3,571,135500,484.8648649,20.08653425,0
2958,1,2,4,3,309,4500,371.3513514,0,1
2959,10,2,5,0,388,44000,608.1081081,0,1
2960,6,14,4,0,492,96000,711.8918919,0,1
2961,8,20,3,1,849,274500,818.9189189,8.672014079,0
2962,2,6,2,3,415,57500,429.7297297,0,1
2963,6,9,5,1,329,14500,627.5675676,0,1
2964,1,2,1,0,436,68000,381.0810811,0,1
2965,9,11,4,3,728,214000,672.972973,12.32180441,0
2966,1,20,2,1,394,47000,669.7297297,0,1
2967,9,20,3,2,641,170500,822.1621622,17.64814246,0
2968,1,18,2,0,600,150000,653.5135135,19.22785726,0
2969,6,4,3,2,595,147500,504.3243243,19.29134293,0
2970,4,6,1,3,375,37500,455.6756757,0,1
2971,10,7,2,3,375,37500,601.6216216,0,1
2972,6,18,2,1,654,177000,734.5945946,15.77754388,0
2973,1,6,5,2,833,266500,465.4054054,7.290954596,0
2974,1,10,3,0,584,142000,536.7567568,19.54285225,0
2975,9,7,1,0,720,210000,617.8378378,10.06282278,0
2976,5,2,2,3,770,235000,423.2432432,10.19020923,0
2977,3,8,5,3,642,171000,520.5405405,17.80882273,0
2978,1,10,5,2,549,124500,530.2702703,19.88428807,0
2979,9,18,2,3,366,33000,760.5405405,0,1
2980,6,10,2,0,816,258000,621.0810811,9.099088004,0
2981,9,4,1,2,623,161500,536.7567568,17.45949661,0
2982,8,12,1,3,336,18000,630.8108108,0,1
2983,6,19,1,1,576,138000,737.8378378,20.55088546,0
2984,4,2,2,0,413,56500,452.4324324,0,1
2985,8,16,5,3,470,85000,747.5675676,0,1
2986,2,19,3,2,667,183500,669.7297297,16.94699992,0
2987,7,12,3,2,562,131000,653.5135135,19.06924079,0
2988,5,8,4,3,316,8000,546.4864865,0,1
2989,1,7,5,2,637,168500,481.6216216,17.41884929,0
2990,2,9,3,2,564,132000,507.5675676,21.40441023,0
2991,4,6,2,2,711,205500,484.8648649,13.07694434,0
2992,3,5,5,0,814,257000,520.5405405,8.773739976,0
2993,5,12,5,0,794,247000,672.972973,14.5261983,0
2994,2,4,4,1,304,2000,455.6756757,0,1
2995,5,7,5,0,457,78500,591.8918919,0,1
2996,7,10,5,3,777,238500,630.8108108,10.83931658,0
2997,8,18,5,3,615,157500,780,16.96980576,0
2998,3,5,4,2,510,105000,475.1351351,18.99374915,0
2999,9,4,4,1,606,153000,591.8918919,16.86315481,0
3000,2,17,4,1,365,32500,666.4864865,0,1
3001,6,18,1,3,383,41500,689.1891892,0,1
3002,2,4,1,2,674,187000,400.5405405,15.66331221,0
3003,5,18,4,2,341,20500,724.8648649,0,1
3004,3,4,2,3,409,54500,416.7567568,0,1
3005,5,0,5,2,773,236500,445.9459459,10.73024233,0
3006,10,4,1,1,740,220000,572.4324324,10.32252313,0
3007,6,20,1,1,520,110000,754.0540541,18.39583037,0
3008,9,17,4,2,391,45500,786.4864865,0,1
3009,4,13,3,2,518,109000,611.3513514,19.85004812,0
3010,8,0,3,0,673,186500,510.8108108,17.43102638,0
3011,1,7,1,3,682,191000,413.5135135,17.62269132,0
3012,10,11,4,0,793,246500,741.0810811,12.70219554,0
3013,5,1,3,1,409,54500,452.4324324,0,1
3014,2,1,2,0,403,51500,397.2972973,0,1
